d,d,d,e,e,s,d,r,r,3,r,r,2,2,!,!,d,r,r,r
d,d,d,e,e,s,3,r,d,d,d,d,d,d,d,d,d,d,r,r
2,r,r,r,2,s,r,d,d,d,d,d,t,d,d,d,3,d,d,r
d,d,d,d,d,v,d,d,d,d,d,2,r,2,d,d,d,d,d,d
[,>,>,>,>,e,e,e,e,e,e,[,>,>,>,>,>,>,e,d
d,s,d,d,d,r,r,r,r,r,r,r,r,r,r,r,d,d,e,d
d,s,d,d,<,<,<,<,<,<,<,<,<,<,<,],d,!,e,d
d,s,2,d,d,d,d,r,[,>,>,e,r,d,!,d,d,d,e,d
d,s,d,d,d,d,d,r,s,*,*,e,r,d,!,d,d,!,e,d
d,s,!,d,d,d,d,r,v,<,<,],r,d,d,d,d,5,e,d
d,s,2,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,e,d
d,s,d,d,3,d,!,3,d,d,4,d,!,4,d,d,5,d,e,d
d,v,e,e,e,e,<,<,<,<,<,<,<,<,<,<,<,<,<,]
t,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d
d,e,d,d,d,d,d,e,r,r,r,r,e,e,r,r,e,e,d,d
d,e,d,d,d,d,d,d,1,1,1,1,e,e,t,r,e,e,d,d
r,s,r,r,r,r,r,r,r,1,d,r,r,r,r,r,r,s,r,r
d,s,!,d,d,d,d,r,d,1,d,d,d,d,d,d,d,s,1,3
d,s,!,d,d,d,d,r,d,1,d,d,d,d,d,d,d,s,1,3
d,s,r,!,d,d,d,r,d,1,r,!,d,d,d,!,d,s,1,3
d,s,e,!,d,r,r,1,3,3,1,r,!,!,!,t,d,s,1,3
d,v,e,!,r,1,2,d,d,d,d,2,r,d,d,!,d,s,1,3
d,r,s,!,r,1,3,d,d,d,d,d,3,d,!,e,!,s,1,3
d,d,s,!,d,r,r,4,e,e,d,4,r,d,!,e,!,s,1,3
d,d,s,!,d,d,r,5,d,d,5,r,d,!,!,e,!,s,1,3
d,d,s,!,d,d,r,r,d,d,r,!,e,e,e,e,!,s,1,3
d,d,s,d,!,d,d,d,r,2,r,d,e,e,e,e,!,s,1,3
d,d,s,d,!,d,d,d,r,d,d,r,e,e,e,e,!,s,1,3
d,d,v,!,d,d,d,d,5,*,*,5,e,e,e,*,!,s,1,3
d,d,r,d,d,!,!,!,!,!,!,!,!,!,!,!,!,s,1,2
1,r,4,r,*,d,e,<,<,<,<,<,<,<,<,<,],s,2,2
d,2,d,5,d,d,e,1,d,4,2,1,2,5,2,5,s,s,2,2
r,d,3,d,5,r,e,*,[,>,>,>,>,>,e,*,s,s,4,4
d,e,e,<,<,<,],2,s,2,1,4,2,2,e,3,s,s,4,5
d,e,r,d,5,d,1,r,s,1,3,*,3,2,e,*,v,s,5,5
d,e,d,4,2,2,2,4,s,d,2,4,2,3,e,4,e,s,5,5
1,[,>,>,>,>,>,>,v,d,e,e,e,e,e,e,e,v,*,*
d,*,d,d,d,*,d,d,d,1,d,d,d,*,d,*,d,5,*,*
